orig_index,timestamp,UTC time,accuracy,x,y,z
20640,1565109936199,2019-08-06T16:45:36.199,unknown,-0.0064239501953125,-1.00093078613281,0.0422515869140625
20641,1565109936299,2019-08-06T16:45:36.299,unknown,-0.02716064453125,-0.981842041015625,0.099853515625
20642,1565109936400,2019-08-06T16:45:36.400,unknown,-0.0707855224609375,-1.00019836425781,0.0608062744140625
20643,1565109936500,2019-08-06T16:45:36.500,unknown,-0.052764892578125,-0.997543334960938,0.132354736328125
20644,1565109936600,2019-08-06T16:45:36.600,unknown,-0.04290771484375,-0.998092651367188,0.137985229492188
20645,1565109936700,2019-08-06T16:45:36.700,unknown,-0.0230560302734375,-1.00205993652344,0.129302978515625
20646,1565109936800,2019-08-06T16:45:36.800,unknown,-0.0153961181640625,-0.985488891601562,0.099639892578125
20647,1565109936901,2019-08-06T16:45:36.901,unknown,-0.0207672119140625,-1.00413513183594,0.132766723632813
20648,1565109937001,2019-08-06T16:45:37.001,unknown,-0.0246124267578125,-0.996490478515625,0.105621337890625
20649,1565109937101,2019-08-06T16:45:37.101,unknown,-0.0205535888671875,-0.999740600585938,0.12078857421875
20650,1565109937201,2019-08-06T16:45:37.201,unknown,-0.030487060546875,-0.978973388671875,0.153350830078125
20651,1565109937302,2019-08-06T16:45:37.302,unknown,-0.0638275146484375,-0.99420166015625,0.12188720703125
20652,1565109937402,2019-08-06T16:45:37.402,unknown,-0.0261993408203125,-1.00917053222656,0.1778564453125
20653,1565109937502,2019-08-06T16:45:37.502,unknown,0.048126220703125,-1.02899169921875,0.24761962890625
20654,1565109937602,2019-08-06T16:45:37.602,unknown,-0.0229339599609375,-1.07450866699219,0.365463256835938
20655,1565109937703,2019-08-06T16:45:37.703,unknown,0.086456298828125,-0.827957153320313,0.242782592773438
20656,1565109937803,2019-08-06T16:45:37.803,unknown,0.0991973876953125,-0.774627685546875,0.242263793945313
20657,1565109937903,2019-08-06T16:45:37.903,unknown,0.014495849609375,-0.865692138671875,0.2496337890625
20658,1565109938003,2019-08-06T16:45:38.003,unknown,0.0320281982421875,-1.49879455566406,0.52191162109375
20659,1565109938103,2019-08-06T16:45:38.103,unknown,0.032440185546875,-0.9703369140625,0.241424560546875
20660,1565109938204,2019-08-06T16:45:38.204,unknown,0.10577392578125,-0.911651611328125,0.26141357421875
20661,1565109938304,2019-08-06T16:45:38.304,unknown,0.0343017578125,-0.975082397460938,0.328475952148438
20662,1565109938404,2019-08-06T16:45:38.404,unknown,0.0859375,-0.961166381835938,0.276763916015625
20663,1565109938504,2019-08-06T16:45:38.504,unknown,0.0063629150390625,-0.9974365234375,0.0530548095703125
20664,1565109938605,2019-08-06T16:45:38.605,unknown,-0.0937652587890625,-0.988235473632812,0.04583740234375
20665,1565109938705,2019-08-06T16:45:38.705,unknown,0.138504028320313,-1.01309204101563,0.0156707763671875
20666,1565109938805,2019-08-06T16:45:38.805,unknown,0.206390380859375,-1.00965881347656,0.00201416015625
20667,1565109938905,2019-08-06T16:45:38.905,unknown,0.0785064697265625,-0.999252319335938,-0.0216827392578125
20668,1565109939006,2019-08-06T16:45:39.006,unknown,0.0860137939453125,-1.00384521484375,0.0258026123046875
20669,1565109939106,2019-08-06T16:45:39.106,unknown,0.2125244140625,-0.976364135742188,0.0749969482421875
20670,1565109939206,2019-08-06T16:45:39.206,unknown,0.319931030273438,-0.999160766601562,0.070587158203125
20671,1565109939306,2019-08-06T16:45:39.306,unknown,0.044952392578125,-1.13087463378906,0.036712646484375
20672,1565109939406,2019-08-06T16:45:39.406,unknown,0.0277862548828125,-1.05613708496094,0.206298828125
20673,1565109939507,2019-08-06T16:45:39.507,unknown,-0.10223388671875,-0.942153930664062,0.176651000976563
20674,1565109939607,2019-08-06T16:45:39.607,unknown,0.243850708007813,-0.950607299804688,0.333236694335938
20675,1565109939707,2019-08-06T16:45:39.707,unknown,0.148941040039063,-0.6951904296875,0.2886962890625
20676,1565109939807,2019-08-06T16:45:39.807,unknown,0.10870361328125,-0.853134155273438,0.478042602539063
20677,1565109939908,2019-08-06T16:45:39.908,unknown,0.611083984375,-1.31980895996094,0.0485992431640625
20678,1565109940008,2019-08-06T16:45:40.008,unknown,0.127578735351563,-1.11277770996094,-0.192474365234375
20679,1565109940108,2019-08-06T16:45:40.108,unknown,0.154510498046875,-0.843460083007813,0.0105438232421875
20680,1565109940208,2019-08-06T16:45:40.208,unknown,0.334381103515625,-0.960006713867188,0.0245819091796875
20681,1565109940308,2019-08-06T16:45:40.308,unknown,-0.0630340576171875,-0.952178955078125,0.062042236328125
20682,1565109940409,2019-08-06T16:45:40.409,unknown,0.233993530273438,-0.957931518554688,0.0388336181640625
20683,1565109940509,2019-08-06T16:45:40.509,unknown,0.245574951171875,-0.982086181640625,-0.0619659423828125
20684,1565109940609,2019-08-06T16:45:40.609,unknown,0.323562622070313,-1.19041442871094,0.195999145507813
20685,1565109940709,2019-08-06T16:45:40.709,unknown,0.0226593017578125,-1.333984375,0.107147216796875
20686,1565109940810,2019-08-06T16:45:40.810,unknown,0.0762939453125,-1.11711120605469,0.286361694335938
20687,1565109940910,2019-08-06T16:45:40.910,unknown,-0.0694732666015625,-0.887451171875,0.195297241210938
20688,1565109941010,2019-08-06T16:45:41.010,unknown,-0.0135345458984375,-0.652999877929688,0.2930908203125
20689,1565109941110,2019-08-06T16:45:41.110,unknown,0.316848754882813,-0.870635986328125,0.614105224609375
20690,1565109941211,2019-08-06T16:45:41.211,unknown,-0.011993408203125,-0.836227416992188,0.469924926757813
20691,1565109941311,2019-08-06T16:45:41.311,unknown,-0.300018310546875,-0.741958618164063,0.195236206054688
20692,1565109941411,2019-08-06T16:45:41.411,unknown,-0.230484008789063,-0.4427490234375,0.21173095703125
20693,1565109941511,2019-08-06T16:45:41.511,unknown,0.511581420898438,-1.26377868652344,0.211898803710938
20694,1565109941611,2019-08-06T16:45:41.611,unknown,0.18072509765625,-1.01821899414063,0.146621704101563
20695,1565109941712,2019-08-06T16:45:41.712,unknown,0.0830841064453125,-1.02413940429688,0.09051513671875
20696,1565109941812,2019-08-06T16:45:41.812,unknown,0.113754272460938,-1.02020263671875,0.040435791015625
20697,1565109941912,2019-08-06T16:45:41.912,unknown,0.10015869140625,-0.971038818359375,0.0523529052734375
20698,1565109942012,2019-08-06T16:45:42.012,unknown,0.139892578125,-0.993743896484375,0.0167388916015625
20699,1565109942113,2019-08-06T16:45:42.113,unknown,0.1578369140625,-0.96661376953125,0.0004119873046875
20700,1565109942213,2019-08-06T16:45:42.213,unknown,0.17315673828125,-1.03936767578125,0.0884552001953125
20701,1565109942313,2019-08-06T16:45:42.313,unknown,0.329254150390625,-1.40853881835938,0.0303497314453125
20702,1565109942413,2019-08-06T16:45:42.413,unknown,0.229278564453125,-1.14668273925781,0.0775909423828125
20703,1565109942514,2019-08-06T16:45:42.514,unknown,0.402755737304688,-1.00634765625,-0.198318481445313
20704,1565109942614,2019-08-06T16:45:42.614,unknown,0.145889282226563,-0.924453735351562,-0.0073699951171875
20705,1565109942714,2019-08-06T16:45:42.714,unknown,0.0610809326171875,-0.847091674804688,0.222824096679688
20706,1565109942814,2019-08-06T16:45:42.814,unknown,0.03997802734375,-0.8514404296875,0.50726318359375
20707,1565109942914,2019-08-06T16:45:42.914,unknown,0.444503784179688,-0.93243408203125,0.366744995117188
20708,1565109943015,2019-08-06T16:45:43.015,unknown,-0.124481201171875,-0.815582275390625,-0.0740509033203125
20709,1565109943115,2019-08-06T16:45:43.115,unknown,-0.83331298828125,-0.611968994140625,0.639572143554688
20710,1565109943215,2019-08-06T16:45:43.215,unknown,0.82440185546875,-1.44358825683594,-0.021942138671875
20711,1565109943315,2019-08-06T16:45:43.315,unknown,-0.00335693359375,-0.969696044921875,0.0288238525390625
20712,1565109943416,2019-08-06T16:45:43.416,unknown,0.05517578125,-0.93853759765625,0.0442047119140625
20713,1565109943516,2019-08-06T16:45:43.516,unknown,0.3228759765625,-0.983551025390625,0.035552978515625
20714,1565109943616,2019-08-06T16:45:43.616,unknown,0.388565063476563,-0.944183349609375,-0.152130126953125
20715,1565109943716,2019-08-06T16:45:43.716,unknown,0.159408569335938,-1.09600830078125,0.132720947265625
20716,1565109943817,2019-08-06T16:45:43.817,unknown,0.14984130859375,-1.31216430664063,0.321151733398438
20717,1565109943917,2019-08-06T16:45:43.917,unknown,-0.449951171875,-1.13291931152344,-0.0270538330078125
20718,1565109944017,2019-08-06T16:45:44.017,unknown,0.254623413085938,-0.747604370117188,-0.026092529296875
20719,1565109944117,2019-08-06T16:45:44.117,unknown,-0.0271453857421875,-0.55712890625,0.304244995117188
20720,1565109944217,2019-08-06T16:45:44.217,unknown,0.251632690429688,-0.902236938476562,0.415603637695313
20721,1565109944318,2019-08-06T16:45:44.318,unknown,0.231903076171875,-0.969711303710938,0.57635498046875
20722,1565109944418,2019-08-06T16:45:44.418,unknown,-0.02252197265625,-1.06777954101563,-0.367599487304688
20723,1565109944518,2019-08-06T16:45:44.518,unknown,-0.782913208007813,-0.641159057617188,-0.065032958984375
20724,1565109944618,2019-08-06T16:45:44.618,unknown,0.890350341796875,-1.12771606445313,0.01416015625
20725,1565109944719,2019-08-06T16:45:44.719,unknown,-0.02960205078125,-0.951690673828125,-0.128326416015625
20726,1565109944819,2019-08-06T16:45:44.819,unknown,0.230911254882813,-0.967697143554688,-0.0745697021484375
20727,1565109944919,2019-08-06T16:45:44.919,unknown,0.359466552734375,-0.973236083984375,0.10906982421875
20728,1565109945019,2019-08-06T16:45:45.019,unknown,0.0970001220703125,-1.0989990234375,-0.0187530517578125
20729,1565109945119,2019-08-06T16:45:45.119,unknown,0.290435791015625,-1.08340454101563,0.141128540039063
20730,1565109945220,2019-08-06T16:45:45.220,unknown,-0.265243530273438,-1.51319885253906,0.189315795898438
20731,1565109945320,2019-08-06T16:45:45.320,unknown,0.111770629882813,-0.982284545898438,0.323989868164063
20732,1565109945420,2019-08-06T16:45:45.420,unknown,0.13848876953125,-0.554641723632813,0.186050415039063
20733,1565109945520,2019-08-06T16:45:45.520,unknown,-0.024078369140625,-0.420501708984375,0.173629760742188
20734,1565109945621,2019-08-06T16:45:45.621,unknown,0.589767456054688,-2.06211853027344,1.3861083984375
20735,1565109945721,2019-08-06T16:45:45.721,unknown,-0.356338500976563,-1.261474609375,-0.266189575195313
20736,1565109945821,2019-08-06T16:45:45.821,unknown,-0.83245849609375,-0.669830322265625,0.60650634765625
20737,1565109945921,2019-08-06T16:45:45.921,unknown,0.990188598632812,-1.34660339355469,-0.0182952880859375
20738,1565109946022,2019-08-06T16:45:46.022,unknown,-0.043243408203125,-0.893325805664063,-0.149337768554688
20739,1565109946122,2019-08-06T16:45:46.122,unknown,0.0838775634765625,-0.950729370117188,-0.048095703125
20740,1565109946222,2019-08-06T16:45:46.222,unknown,0.53509521484375,-1.0150146484375,0.163803100585938
20741,1565109946322,2019-08-06T16:45:46.322,unknown,-0.114364624023438,-1.24258422851563,0.291732788085938
20742,1565109946422,2019-08-06T16:45:46.422,unknown,0.468032836914063,-1.04339599609375,0.0658111572265625
20743,1565109946523,2019-08-06T16:45:46.523,unknown,-0.328506469726563,-1.69731140136719,-0.80877685546875
20744,1565109946623,2019-08-06T16:45:46.623,unknown,0.251113891601563,-0.881103515625,0.0375213623046875
20745,1565109946723,2019-08-06T16:45:46.723,unknown,-0.0682525634765625,-0.375350952148438,0.0583648681640625
20746,1565109946823,2019-08-06T16:45:46.823,unknown,-0.0212860107421875,-0.542510986328125,0.162811279296875
20747,1565109946924,2019-08-06T16:45:46.924,unknown,0.447189331054688,-1.19818115234375,0.929244995117188
20748,1565109947024,2019-08-06T16:45:47.024,unknown,-0.225067138671875,-1.75306701660156,0.0363311767578125
20749,1565109947124,2019-08-06T16:45:47.124,unknown,-0.720718383789063,-0.61370849609375,-0.73583984375
20750,1565109947224,2019-08-06T16:45:47.224,unknown,0.960098266601562,-0.852279663085938,0.28277587890625
20751,1565109947325,2019-08-06T16:45:47.325,unknown,-0.012939453125,-0.855560302734375,0.0012054443359375
20752,1565109947425,2019-08-06T16:45:47.425,unknown,0.123321533203125,-0.880264282226563,0.26806640625
20753,1565109947525,2019-08-06T16:45:47.525,unknown,0.668228149414063,-1.09423828125,0.0326080322265625
20754,1565109947625,2019-08-06T16:45:47.625,unknown,0.399703979492188,-1.0562744140625,0.122207641601563
20755,1565109947725,2019-08-06T16:45:47.725,unknown,-0.246047973632813,-1.69485473632813,-0.494277954101563
20756,1565109947826,2019-08-06T16:45:47.826,unknown,0.292098999023438,-0.942855834960938,0.126953125
20757,1565109947926,2019-08-06T16:45:47.926,unknown,0.101837158203125,-0.50579833984375,0.0348663330078125
20758,1565109948026,2019-08-06T16:45:48.026,unknown,-0.172286987304688,-0.324737548828125,0.004852294921875
20759,1565109948126,2019-08-06T16:45:48.126,unknown,0.601272583007813,-1.91642761230469,1.304931640625
20760,1565109948227,2019-08-06T16:45:48.227,unknown,-0.296844482421875,-2.09884643554688,0.796737670898438
20761,1565109948327,2019-08-06T16:45:48.327,unknown,-0.44036865234375,-0.68157958984375,-0.553817749023438
20762,1565109948427,2019-08-06T16:45:48.427,unknown,0.329116821289063,-0.80120849609375,0.251617431640625
20763,1565109948527,2019-08-06T16:45:48.527,unknown,-0.0349578857421875,-0.84405517578125,0.0973052978515625
20764,1565109948627,2019-08-06T16:45:48.627,unknown,0.277114868164063,-0.918655395507812,0.2095947265625
20765,1565109948728,2019-08-06T16:45:48.728,unknown,0.392898559570313,-1.25341796875,0.172607421875
20766,1565109948828,2019-08-06T16:45:48.828,unknown,0.463653564453125,-1.05793762207031,0.169265747070313
20767,1565109948928,2019-08-06T16:45:48.928,unknown,-0.359695434570313,-1.90318298339844,-0.7021484375
20768,1565109949028,2019-08-06T16:45:49.028,unknown,0.39398193359375,-0.823532104492188,-0.0485687255859375
20769,1565109949129,2019-08-06T16:45:49.129,unknown,-0.0368804931640625,-0.43267822265625,0.0724334716796875
20770,1565109949229,2019-08-06T16:45:49.229,unknown,-0.192886352539063,-0.480667114257813,-0.0204315185546875
20771,1565109949329,2019-08-06T16:45:49.329,unknown,0.49560546875,-0.42474365234375,0.580352783203125
20772,1565109949429,2019-08-06T16:45:49.429,unknown,0.2386474609375,-2.7054443359375,2.46514892578125
20773,1565109949530,2019-08-06T16:45:49.530,unknown,-0.351699829101563,-0.738540649414063,-0.485076904296875
20774,1565109949630,2019-08-06T16:45:49.630,unknown,0.164047241210938,-0.73773193359375,0.239883422851563
20775,1565109949730,2019-08-06T16:45:49.730,unknown,0.1080322265625,-0.903289794921875,-0.003326416015625
20776,1565109949830,2019-08-06T16:45:49.830,unknown,0.467880249023438,-1.06195068359375,0.0939178466796875
20777,1565109949930,2019-08-06T16:45:49.930,unknown,0.031402587890625,-1.330810546875,0.201873779296875
20778,1565109950031,2019-08-06T16:45:50.031,unknown,0.314590454101563,-1.12857055664063,0.32635498046875
20779,1565109950131,2019-08-06T16:45:50.131,unknown,-0.23431396484375,-1.36697387695313,0.202728271484375
20780,1565109950231,2019-08-06T16:45:50.231,unknown,0.192611694335938,-0.831756591796875,-0.113250732421875
20781,1565109950331,2019-08-06T16:45:50.331,unknown,-0.213485717773438,-0.269760131835938,0.02069091796875
20782,1565109950432,2019-08-06T16:45:50.432,unknown,0.113693237304688,-1.16355895996094,0.344879150390625
20783,1565109950532,2019-08-06T16:45:50.532,unknown,-0.0188140869140625,0.056304931640625,0.0894927978515625
20784,1565109950632,2019-08-06T16:45:50.632,unknown,0.430191040039063,-0.3099365234375,0.161575317382813
20785,1565109950732,2019-08-06T16:45:50.732,unknown,0.16644287109375,-1.58642578125,-0.10400390625
20786,1565109950833,2019-08-06T16:45:50.833,unknown,-0.124588012695313,-0.756103515625,-0.0606536865234375
20787,1565109950933,2019-08-06T16:45:50.933,unknown,0.0271759033203125,-0.951736450195312,-0.0258026123046875
20788,1565109951033,2019-08-06T16:45:51.033,unknown,0.650665283203125,-1.0111083984375,-0.44329833984375
20789,1565109951133,2019-08-06T16:45:51.133,unknown,0.212890625,-1.29545593261719,-0.102691650390625
20790,1565109951233,2019-08-06T16:45:51.233,unknown,0.105819702148438,-1.36692810058594,0.235443115234375
20791,1565109951334,2019-08-06T16:45:51.334,unknown,0.008087158203125,-1.24885559082031,0.530914306640625
20792,1565109951434,2019-08-06T16:45:51.434,unknown,0.215911865234375,-0.62274169921875,0.06634521484375
20793,1565109951534,2019-08-06T16:45:51.534,unknown,-0.150299072265625,-0.11029052734375,-0.0483245849609375
20794,1565109951634,2019-08-06T16:45:51.634,unknown,0.946563720703125,-3.05012512207031,2.15159606933594
20795,1565109951735,2019-08-06T16:45:51.735,unknown,-0.80157470703125,-1.15824890136719,-0.438751220703125
20796,1565109951835,2019-08-06T16:45:51.835,unknown,-1.06948852539063,-0.65167236328125,-0.959121704101562
20797,1565109951935,2019-08-06T16:45:51.935,unknown,1.69184875488281,-1.55349731445313,0.04144287109375
20798,1565109952035,2019-08-06T16:45:52.035,unknown,-0.0309600830078125,-0.854888916015625,-0.074676513671875
20799,1565109952136,2019-08-06T16:45:52.136,unknown,0.194320678710938,-0.963760375976562,0.401473999023438
20800,1565109952236,2019-08-06T16:45:52.236,unknown,0.721420288085938,-1.01362609863281,0.141830444335938
20801,1565109952336,2019-08-06T16:45:52.336,unknown,0.635223388671875,-1.04786682128906,0.0311737060546875
20802,1565109952436,2019-08-06T16:45:52.436,unknown,-0.407989501953125,-1.65585327148438,-0.660751342773438
20803,1565109952536,2019-08-06T16:45:52.536,unknown,0.444046020507813,-0.805328369140625,-0.0575103759765625
20804,1565109952637,2019-08-06T16:45:52.637,unknown,-0.127548217773438,-0.389389038085938,0.0160980224609375
20805,1565109952737,2019-08-06T16:45:52.737,unknown,-0.063690185546875,-0.625137329101563,0.195220947265625
20806,1565109952837,2019-08-06T16:45:52.837,unknown,0.220169067382813,-0.583206176757813,0.647567749023438
20807,1565109952937,2019-08-06T16:45:52.937,unknown,1.18649291992188,-2.43745422363281,0.48138427734375
20808,1565109953038,2019-08-06T16:45:53.038,unknown,-0.277816772460938,-0.9884033203125,-0.3270263671875
20809,1565109953138,2019-08-06T16:45:53.138,unknown,0.2060546875,-0.632415771484375,-0.0462799072265625
20810,1565109953238,2019-08-06T16:45:53.238,unknown,0.105422973632813,-0.835220336914063,-0.103439331054688
20811,1565109953338,2019-08-06T16:45:53.338,unknown,0.481475830078125,-1.10078430175781,-0.009521484375
20812,1565109953439,2019-08-06T16:45:53.439,unknown,0.322845458984375,-1.30946350097656,0.280075073242188
20813,1565109953539,2019-08-06T16:45:53.539,unknown,0.195770263671875,-1.18124389648438,0.526336669921875
20814,1565109953639,2019-08-06T16:45:53.639,unknown,0.006805419921875,-1.42282104492188,0.585052490234375
20815,1565109953739,2019-08-06T16:45:53.739,unknown,0.324798583984375,-0.733230590820313,-0.103012084960938
20816,1565109953839,2019-08-06T16:45:53.839,unknown,-0.206405639648438,-0.164031982421875,-0.04876708984375
20817,1565109953940,2019-08-06T16:45:53.940,unknown,0.346084594726563,-1.53288269042969,0.949111938476562
20818,1565109954040,2019-08-06T16:45:54.040,unknown,-0.0402984619140625,-0.136459350585938,-0.283233642578125
20819,1565109954140,2019-08-06T16:45:54.140,unknown,-0.038665771484375,-0.255401611328125,1.50190734863281
20820,1565109954240,2019-08-06T16:45:54.240,unknown,0.507904052734375,-1.61158752441406,-0.0945281982421875
20821,1565109954341,2019-08-06T16:45:54.341,unknown,-0.1224365234375,-0.80181884765625,-0.15692138671875
20822,1565109954441,2019-08-06T16:45:54.441,unknown,-0.0305023193359375,-0.894561767578125,-0.014556884765625
20823,1565109954541,2019-08-06T16:45:54.541,unknown,0.724777221679688,-0.965072631835938,-0.3675537109375
20824,1565109954641,2019-08-06T16:45:54.641,unknown,0.400482177734375,-1.21437072753906,-0.213302612304688
20825,1565109954742,2019-08-06T16:45:54.742,unknown,-0.08843994140625,-1.53366088867188,0.226547241210938
20826,1565109954842,2019-08-06T16:45:54.842,unknown,0.192123413085938,-1.14308166503906,0.467010498046875
20827,1565109954942,2019-08-06T16:45:54.942,unknown,0.16192626953125,-0.635955810546875,-0.011077880859375
20828,1565109955042,2019-08-06T16:45:55.042,unknown,-0.0544281005859375,-0.21075439453125,0.0114593505859375
20829,1565109955142,2019-08-06T16:45:55.142,unknown,0.620819091796875,-2.39129638671875,1.69960021972656
20830,1565109955243,2019-08-06T16:45:55.243,unknown,-0.153915405273438,-0.274932861328125,-0.207595825195313
20831,1565109955343,2019-08-06T16:45:55.343,unknown,0.192291259765625,-0.372406005859375,0.564804077148438
20832,1565109955443,2019-08-06T16:45:55.443,unknown,0.469482421875,-1.66838073730469,-0.144454956054688
20833,1565109955543,2019-08-06T16:45:55.543,unknown,-0.110427856445313,-0.784286499023438,-0.212692260742188
20834,1565109955644,2019-08-06T16:45:55.644,unknown,0.0201873779296875,-0.890228271484375,-0.036224365234375
20835,1565109955744,2019-08-06T16:45:55.744,unknown,0.748519897460938,-0.984970092773438,-0.36566162109375
20836,1565109955844,2019-08-06T16:45:55.844,unknown,0.45159912109375,-1.14033508300781,-0.149917602539063
20837,1565109955944,2019-08-06T16:45:55.944,unknown,0.0626373291015625,-1.51699829101563,0.140121459960938
20838,1565109956044,2019-08-06T16:45:56.044,unknown,0.0705413818359375,-1.30046081542969,0.44677734375
20839,1565109956145,2019-08-06T16:45:56.145,unknown,0.265335083007813,-0.718292236328125,0.03533935546875
20840,1565109956245,2019-08-06T16:45:56.245,unknown,-0.299697875976563,-0.192428588867188,-0.010772705078125
20841,1565109956345,2019-08-06T16:45:56.345,unknown,1.10723876953125,-2.30078125,1.43304443359375
20842,1565109956445,2019-08-06T16:45:56.445,unknown,-0.180252075195313,-0.362579345703125,-0.559219360351563
20843,1565109956546,2019-08-06T16:45:56.546,unknown,0.0852813720703125,-0.289077758789063,0.630096435546875
